row_id,host_openalex_id,matched_name,method
3152,I205092303,Institut d'Etudes Politiques de Paris,exact
3153,I189712700,University of Konstanz,exact
3154,I83860666,HEC Paris,exact
3155,I241749,University of Cambridge,exact
3156,,,
3157,I909854389,London School of Economics and Political Science,fuzzy
3158,I205092303,Institut d'Etudes Politiques de Paris,exact
3159,I47508984,Imperial College London,fuzzy
3160,I177802217,University of Mannheim,exact
3161,I202697423,University of Zurich,exact
3162,,,
3163,I45129253,University College London,exact
3164,I45129253,University College London,exact
3165,I202697423,University of Zurich,exact
3166,I45129253,University College London,exact
3167,I99464096,KU Leuven,exact
3168,I114090438,Goethe University Frankfurt,fuzzy
3169,I61544103,London Business School,exact
3170,I40120149,University of Oxford,exact
3171,I40120149,University of Oxford,exact
3172,I909854389,London School of Economics and Political Science,fuzzy
3173,I95674353,UCLouvain,fuzzy
3174,I4210121259,"Czech Academy of Sciences, Economics Institute",exact
3175,I50357001,Universidad Carlos III de Madrid,exact
3176,I909854389,London School of Economics and Political Science,fuzzy
3177,I909854389,London School of Economics and Political Science,fuzzy
3178,I170486558,Universitat Pompeu Fabra,exact
3179,I61544103,London Business School,exact
3180,I61544103,London Business School,exact
3181,I177802217,University of Mannheim,exact
3182,I135140700,University of Bonn,exact
3183,I61544103,London Business School,exact
3184,I193700539,Tilburg University,exact
3185,I177802217,University of Mannheim,exact
3186,I45129253,University College London,exact
3187,I170486558,Universitat Pompeu Fabra,exact
3188,I135140700,University of Bonn,exact
3189,,,
3190,,,
3191,I909854389,London School of Economics and Political Science,fuzzy
3192,I184942183,University of Oslo,exact
3193,I909854389,London School of Economics and Political Science,fuzzy
3194,I241749,University of Cambridge,exact
3195,I47508984,Imperial College London,fuzzy
3196,I45129253,University College London,exact
3197,I909854389,London School of Economics and Political Science,fuzzy
3198,,,
3199,I909854389,London School of Economics and Political Science,fuzzy
3200,I50357001,Universidad Carlos III de Madrid,exact
3201,I45129253,University College London,exact
3202,I45129253,University College London,exact
3203,I57995698,Paris School of Economics,exact
3204,,,
3205,I170486558,Universitat Pompeu Fabra,exact
3206,I40120149,University of Oxford,exact
3207,I61544103,London Business School,exact
3208,I170486558,Universitat Pompeu Fabra,exact
3209,,,
3210,,,
3211,,,
3212,I205092303,Institut d'Etudes Politiques de Paris,exact
3213,I170486558,Universitat Pompeu Fabra,exact
3214,I161593684,Stockholm University,exact
3215,,,
3216,,,
3217,,,
3218,I21491767,Aix-Marseille Université,exact
3219,,,
3220,I45129253,University College London,exact
3221,I99464096,KU Leuven,exact
3222,I909854389,London School of Economics and Political Science,fuzzy
3223,I909854389,London School of Economics and Political Science,fuzzy
3224,I125068653,IE University,exact
3225,I98677209,University of Edinburgh,exact
3226,,,
3227,I184942183,University of Oslo,exact
3228,,,
3229,I205274468,Trinity College Dublin,exact
3230,I204337017,Aarhus University,exact
3231,I887064364,University of Amsterdam,exact
3232,I887064364,University of Amsterdam,exact
3233,I183935753,King's College London,exact
3234,I205274468,Trinity College Dublin,exact
3235,I183935753,King's College London,exact
3236,I197251160,Hebrew University of Jerusalem,exact
3237,I161593684,Stockholm University,exact
3238,I91203450,University of Haifa,exact
3239,,,
3240,I114112103,Leibniz University Hannover,fuzzy
3241,I42934936,Dublin City University,exact
3242,I4432739,University of Bergen,exact
3243,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
3244,I121797337,Leiden University,exact
3245,I32597200,Ghent University,exact
3246,,,
3247,I913481162,Wageningen University & Research,fuzzy
3248,I114090438,Goethe University Frankfurt,fuzzy
3249,I21250087,Charles University,fuzzy
3250,I100930933,University College Dublin,fuzzy
3251,I100930933,University College Dublin,fuzzy
3252,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
3253,I32597200,Ghent University,exact
3254,I100930933,University College Dublin,fuzzy
3255,I161104310,Zeppelin Universität gemeinnützige GmbH,exact
3256,I887064364,University of Amsterdam,exact
3257,I124055696,University of Copenhagen,exact
3258,,,
3259,I129774422,University of Vienna,exact
3260,I32597200,Ghent University,exact
3261,I50357001,Universidad Carlos III de Madrid,exact
3262,I34771391,University of Cyprus,exact
3263,I32597200,Ghent University,exact
3264,I100930933,University College Dublin,fuzzy
3265,I16391192,Tel Aviv University,exact
3266,I874792244,European University Institute,exact
3267,I176453806,University of Potsdam,exact
3268,I100930933,University College Dublin,fuzzy
3269,I188760350,Ollscoil na Gaillimhe – University of Galway,exact
3270,I193700539,Tilburg University,exact
3271,I887064364,University of Amsterdam,exact
3272,I91203450,University of Haifa,exact
3273,I32597200,Ghent University,exact
3274,I204778367,Norwegian University of Science and Technology,exact
3275,,,
3276,I129774422,University of Vienna,exact
3277,I193662353,Utrecht University,exact
3278,I124055696,University of Copenhagen,exact
3279,,,
3280,I145872427,Radboud University Nijmegen,exact
3281,,,
3282,,,
3283,I200284239,Universidade de Santiago de Compostela,exact
3284,I184942183,University of Oslo,exact
3285,I40120149,University of Oxford,exact
3286,I4432739,University of Bergen,exact
3287,,,
3288,,,
3289,,,
3290,I205274468,Trinity College Dublin,exact
3291,I205274468,Trinity College Dublin,exact
3292,I913481162,Wageningen University & Research,fuzzy
3293,I4432739,University of Bergen,exact
3294,I118564535,University of Bern,exact
3295,,,
3296,I161941770,University of Lucerne,exact
3297,I123387679,Uppsala University,exact
3298,I183935753,King's College London,exact
3299,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3300,I157286207,"National University of Ireland, Maynooth",exact
3301,I7882870,University of Glasgow,exact
3302,I4210148332,Barcelona Institute for Global Health,fuzzy
3303,I184942183,University of Oslo,exact
3304,I173713965,Institut Barcelona d'Estudis Internacionals,fuzzy
3305,I202697423,University of Zurich,exact
3306,,,
3307,I184558857,Royal Holloway University of London,fuzzy
3308,I153648349,University of Leicester,exact
3309,I204337017,Aarhus University,exact
3310,I62318514,University of Duisburg-Essen,exact
3311,I57825437,University of Neuchâtel,exact
3312,I121797337,Leiden University,exact
3313,I184558857,Royal Holloway University of London,fuzzy
3314,I63098007,Liverpool John Moores University,exact
3315,I100930933,University College Dublin,fuzzy
3316,I202697423,University of Zurich,exact
3317,I22465464,University of Münster,exact
3318,I100930933,University College Dublin,fuzzy
3319,I91136226,University of Sheffield,exact
3320,I241749,University of Cambridge,exact
3321,I887064364,University of Amsterdam,exact
3322,I51601045,University of Bath,exact
3323,I193662353,Utrecht University,exact
3324,I204337017,Aarhus University,exact
3325,I183935753,King's College London,exact
3326,I9927081,Aalto University,exact
3327,I123044942,Universitat Autònoma de Barcelona,exact
3328,I31575130,SOAS University of London,fuzzy
3329,,,
3330,I190082696,Durham University,exact
3331,I43439940,University of Southampton,exact
3332,I133731052,University of Helsinki,exact
3333,I183935753,King's College London,exact
3334,I123387679,Uppsala University,exact
3335,I909854389,London School of Economics and Political Science,fuzzy
3336,I183935753,King's College London,exact
3337,I123044942,Universitat Autònoma de Barcelona,exact
3338,I202697423,University of Zurich,exact
3339,I133731052,University of Helsinki,exact
3340,I187531555,Lund University,exact
3341,I241749,University of Cambridge,exact
3342,I98358874,Delft University of Technology,exact
3343,I79619799,University of Birmingham,exact
3344,I913958620,Erasmus University Rotterdam,exact
3345,I100930933,University College Dublin,fuzzy
3346,I881427289,University of Gothenburg,exact
3347,I102248843,Vienna University of Economics and Business,exact
3348,I123044942,Universitat Autònoma de Barcelona,exact
3349,I20581793,University of Kent,exact
3350,I193700539,Tilburg University,exact
3351,I182212641,University of Salzburg,exact
3352,I162608824,University of Sussex,exact
3353,I193700539,Tilburg University,exact
3354,I887064364,University of Amsterdam,exact
3355,I123387679,Uppsala University,exact
3356,I23923803,University of Exeter,exact
3357,I28290843,University of Surrey,exact
3358,I887064364,University of Amsterdam,exact
3359,I887064364,University of Amsterdam,exact
3360,I45129253,University College London,exact
3361,I4392738132,Instituto de Ciências Sociais da Universidade de Lisboa,exact
3362,I874792244,European University Institute,exact
3363,I51601045,University of Bath,exact
3364,I124055696,University of Copenhagen,exact
3365,,,
3366,I98677209,University of Edinburgh,exact
3367,I887064364,University of Amsterdam,exact
3368,I179225836,University of Augsburg,exact
3369,I60419261,Peace Research Institute Oslo,exact
3370,I241749,University of Cambridge,exact
3371,I40120149,University of Oxford,exact
3372,,,
3373,I909854389,London School of Economics and Political Science,fuzzy
3374,I887064364,University of Amsterdam,exact
3375,,,
3376,I99682543,University of Minho,exact
3377,I170486558,Universitat Pompeu Fabra,exact
3378,I13955877,Bar-Ilan University,exact
3379,I180437899,University of Bremen,exact
3380,I50357001,Universidad Carlos III de Madrid,exact
3381,I157674565,University of Liège,exact
3382,I45129253,University College London,exact
3383,I114090438,Goethe University Frankfurt,fuzzy
3384,I45129253,University College London,exact
3385,I98677209,University of Edinburgh,exact
3386,,,
3387,I149213910,University of Antwerp,exact
3388,I205092303,Institut d'Etudes Politiques de Paris,exact
3389,I155660961,University of Turku,exact
3390,I145872427,Radboud University Nijmegen,exact
3391,I887064364,University of Amsterdam,exact
3392,I31575130,SOAS University of London,fuzzy
3393,I4392738132,Instituto de Ciências Sociais da Universidade de Lisboa,exact
3394,I904495901,Ruhr University Bochum,fuzzy
3395,I887064364,University of Amsterdam,exact
3396,I45129253,University College London,exact
3397,I887064364,University of Amsterdam,exact
3398,I887064364,University of Amsterdam,exact
3399,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
3400,I100930933,University College Dublin,fuzzy
3401,I4210115111,University of Arts and Industrial Design Linz,fuzzy
3402,I193662353,Utrecht University,exact
3403,I887064364,University of Amsterdam,exact
3404,I97565354,University of Lausanne,exact
3405,I159176309,Universität Hamburg,exact
3406,I39555362,University of Warwick,exact
3407,,,
3408,I99464096,KU Leuven,exact
3409,,,
3410,I7882870,University of Glasgow,exact
3411,I20121455,Bielefeld University,fuzzy
3412,I52099693,University of York,exact
3413,I909854389,London School of Economics and Political Science,fuzzy
3414,I32597200,Ghent University,exact
3415,I904495901,Ruhr University Bochum,fuzzy
3416,,,
3417,I36234482,University of Bristol,exact
3418,I183935753,King's College London,exact
3419,I100930933,University College Dublin,fuzzy
3420,I4210134900,Jena University Hospital,fuzzy
3421,,,
3422,I157674565,University of Liège,exact
3423,I121797337,Leiden University,exact
3424,I161593684,Stockholm University,exact
3425,,,
3426,I230495080,University of Limerick,exact
3427,,,
3428,I34352273,Maastricht University,exact
3429,I4654613,University of Warsaw,exact
3430,,,
3431,I193662353,Utrecht University,exact
3432,,,
3433,I124055696,University of Copenhagen,exact
3434,,,
3435,I1282776028,German Institute for Economic Research,exact
3436,I34352273,Maastricht University,exact
3437,I129774422,University of Vienna,exact
3438,I197251160,Hebrew University of Jerusalem,exact
3439,I168208266,Venice International University,fuzzy
3440,I123044942,Universitat Autònoma de Barcelona,exact
3441,I91203450,University of Haifa,exact
3442,I165368041,University of Iceland,exact
3443,I189158943,University of Milan,exact
3444,I184942183,University of Oslo,exact
3445,I193700539,Tilburg University,exact
3446,,,
3447,I913481162,Wageningen University & Research,fuzzy
3448,I16391192,Tel Aviv University,exact
3449,I174306211,Technion – Israel Institute of Technology,exact
3450,I133731052,University of Helsinki,exact
3451,I4392738132,Instituto de Ciências Sociais da Universidade de Lisboa,exact
3452,I4654613,University of Warsaw,exact
3453,I177802217,University of Mannheim,exact
3454,I29107187,Norwegian Institute for Cultural Heritage Research,fuzzy
3455,I83467386,IT University of Copenhagen,exact
3456,I193662353,Utrecht University,exact
3457,I71999127,Universitat de Barcelona,exact
3458,I184942183,University of Oslo,exact
3459,I94722563,University of Jyväskylä,exact
3460,I913958620,Erasmus University Rotterdam,exact
3461,I4432739,University of Bergen,exact
3462,,,
3463,I100930933,University College Dublin,fuzzy
3464,I129774422,University of Vienna,exact
3465,I129774422,University of Vienna,exact
3466,,,
3467,I913958620,Erasmus University Rotterdam,exact
3468,I9360294,University of Bologna,exact
3469,,,
3470,I40120149,University of Oxford,exact
3471,I50357001,Universidad Carlos III de Madrid,exact
3472,I9360294,University of Bologna,exact
3473,,,
3474,I204337017,Aarhus University,exact
3475,I71999127,Universitat de Barcelona,exact
3476,,,
3477,,,
3478,,,
3479,I40120149,University of Oxford,exact
3480,I9360294,University of Bologna,exact
3481,I193662353,Utrecht University,exact
3482,,,
3483,I4654613,University of Warsaw,exact
3484,I177802217,University of Mannheim,exact
3485,I197251160,Hebrew University of Jerusalem,exact
3486,I899635006,Université Grenoble Alpes,fuzzy
3487,,,
3488,I241749,University of Cambridge,exact
3489,I887064364,University of Amsterdam,exact
3490,I123387679,Uppsala University,exact
3491,I887064364,University of Amsterdam,exact
3492,I197251160,Hebrew University of Jerusalem,exact
3493,I184942183,University of Oslo,exact
3494,I60419261,Peace Research Institute Oslo,exact
3495,I162608824,University of Sussex,exact
3496,I121797337,Leiden University,exact
3497,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact
3498,I184942183,University of Oslo,exact
3499,,,
3500,I200284239,Universidade de Santiago de Compostela,exact
3501,I186354981,University of Passau,exact
3502,I193662353,Utrecht University,exact
3503,I193662353,Utrecht University,exact
3504,I2800006345,Leiden University Medical Center,exact
3505,I149899117,Max Planck Society,exact
3506,,,
3507,I161593684,Stockholm University,exact
3508,I40120149,University of Oxford,exact
3509,I40120149,University of Oxford,exact
3510,I170486558,Universitat Pompeu Fabra,exact
3511,I193662353,Utrecht University,exact
3512,I100930933,University College Dublin,fuzzy
3513,I909854389,London School of Economics and Political Science,fuzzy
3514,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3515,I180519160,Copenhagen Business School,exact
3516,I43439940,University of Southampton,exact
3517,I23923803,University of Exeter,exact
3518,I124055696,University of Copenhagen,exact
3519,I4432739,University of Bergen,exact
3520,I45084792,University of Florence,exact
3521,,,
3522,I121797337,Leiden University,exact
3523,,,
3524,,,
3525,I16391192,Tel Aviv University,exact
3526,I40120149,University of Oxford,exact
3527,I40120149,University of Oxford,exact
3528,I40120149,University of Oxford,exact
3529,I205274468,Trinity College Dublin,exact
3530,I118564535,University of Bern,exact
3531,I34352273,Maastricht University,exact
3532,I161593684,Stockholm University,exact
3533,I177477856,Politecnico di Torino,exact
3534,I123185442,Reykjavík University,exact
3535,I887064364,University of Amsterdam,exact
3536,I4210154111,Université Gustave Eiffel,exact
3537,,,
3538,I205274468,Trinity College Dublin,exact
3539,I145872427,Radboud University Nijmegen,exact
3540,,,
3541,I1317774081,International Institute for Applied Systems Analysis,fuzzy
3542,I130828816,University of Leeds,exact
3543,I98358874,Delft University of Technology,exact
3544,,,
3545,I40120149,University of Oxford,exact
3546,,,
3547,I149899117,Max Planck Society,exact
3548,I4210104355,"Basque Center on Cognition, Brain and Language",fuzzy
3549,I8087733,University of Tübingen,exact
3550,I202697423,University of Zurich,exact
3551,I145872427,Radboud University Nijmegen,exact
3552,,,
3553,I95674353,UCLouvain,fuzzy
3554,I34352273,Maastricht University,exact
3555,I887064364,University of Amsterdam,exact
3556,I145872427,Radboud University Nijmegen,exact
3557,I202697423,University of Zurich,exact
3558,I241749,University of Cambridge,exact
3559,,,
3560,I204730241,Université Paris Cité,exact
3561,I71999127,Universitat de Barcelona,exact
3562,I4210104355,"Basque Center on Cognition, Brain and Language",fuzzy
3563,I28166907,Karolinska Institutet,exact
3564,I149899117,Max Planck Society,exact
3565,I205274468,Trinity College Dublin,exact
3566,I2802934949,Radboud University Medical Center,exact
3567,I129774422,University of Vienna,exact
3568,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3569,I4210105615,Central Institute of Mental Health,fuzzy
3570,I193700539,Tilburg University,exact
3571,I108290504,University of Pisa,exact
3572,I2800917498,Northeastern University London,exact
3573,I52099693,University of York,exact
3574,I184942183,University of Oslo,exact
3575,I193223587,University of Trento,exact
3576,I145872427,Radboud University Nijmegen,exact
3577,I904495901,Ruhr University Bochum,fuzzy
3578,I75951250,Freie Universität Berlin,exact
3579,I13955877,Bar-Ilan University,exact
3580,I32597200,Ghent University,exact
3581,I106118109,Eötvös Loránd University,exact
3582,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3583,I887064364,University of Amsterdam,exact
3584,I91203450,University of Haifa,exact
3585,I75951250,Freie Universität Berlin,exact
3586,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3587,I184942183,University of Oslo,exact
3588,I30771326,Italian Institute of Technology,exact
3589,,,
3590,I149899117,Max Planck Society,exact
3591,,,
3592,I121797337,Leiden University,exact
3593,,,
3594,I197251160,Hebrew University of Jerusalem,exact
3595,I8087733,University of Tübingen,exact
3596,I71999127,Universitat de Barcelona,exact
3597,,,
3598,I193662353,Utrecht University,exact
3599,I16391192,Tel Aviv University,exact
3600,I31512782,Technische Universität Darmstadt,exact
3601,I121797337,Leiden University,exact
3602,I99464096,KU Leuven,exact
3603,I31512782,Technische Universität Darmstadt,exact
3604,I124055696,University of Copenhagen,exact
3605,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3606,I204730241,Université Paris Cité,exact
3607,I204337017,Aarhus University,exact
3608,,,
3609,I926574661,Leipzig University,fuzzy
3610,I887064364,University of Amsterdam,exact
3611,I145872427,Radboud University Nijmegen,exact
3612,,,
3613,I186354981,University of Passau,exact
3614,I2800920820,Istituto Universitario di Studi Superiori di Pavia,exact
3615,,,
3616,,,
3617,I123044942,Universitat Autònoma de Barcelona,exact
3618,,,
3619,,,
3620,I149899117,Max Planck Society,exact
3621,I94722563,University of Jyväskylä,exact
3622,I202697423,University of Zurich,exact
3623,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3624,I184942183,University of Oslo,exact
3625,I99464096,KU Leuven,exact
3626,I142263535,University of Nottingham,exact
3627,I23923803,University of Exeter,exact
3628,,,
3629,I161103922,Philipps University of Marburg,fuzzy
3630,I40120149,University of Oxford,exact
3631,I145872427,Radboud University Nijmegen,exact
3632,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3633,I887064364,University of Amsterdam,exact
3634,I7882870,University of Glasgow,exact
3635,I52590639,Nottingham Trent University,exact
3636,I23923803,University of Exeter,exact
3637,I71052956,University of Reading,exact
3638,I193662353,Utrecht University,exact
3639,I205274468,Trinity College Dublin,exact
3640,I196349391,Universität Ulm,exact
3641,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3642,I8087733,University of Tübingen,exact
3643,I193662353,Utrecht University,exact
3644,I16391192,Tel Aviv University,exact
3645,I16391192,Tel Aviv University,exact
3646,,,
3647,I135140700,University of Bonn,exact
3648,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3649,I887064364,University of Amsterdam,exact
3650,I162608824,University of Sussex,exact
3651,I130828816,University of Leeds,exact
3652,I129774422,University of Vienna,exact
3653,I45129253,University College London,exact
3654,I190082696,Durham University,exact
3655,I4210104355,"Basque Center on Cognition, Brain and Language",fuzzy
3656,,,
3657,I39555362,University of Warwick,exact
3658,,,
3659,I138689650,University of Padua,exact
3660,I145872427,Radboud University Nijmegen,exact
3661,I162608824,University of Sussex,exact
3662,I32597200,Ghent University,exact
3663,I145872427,Radboud University Nijmegen,exact
3664,I52099693,University of York,exact
3665,I28407311,University of Manchester,exact
3666,I55143463,University of Turin,exact
3667,,,
3668,,,
3669,I184942183,University of Oslo,exact
3670,I170658231,Osnabrück University,exact
3671,,,
3672,I184942183,University of Oslo,exact
3673,I202697423,University of Zurich,exact
3674,,,
3675,I124055696,University of Copenhagen,exact
3676,I204778367,Norwegian University of Science and Technology,exact
3677,I193700539,Tilburg University,exact
3678,I184558857,Royal Holloway University of London,fuzzy
3679,I52099693,University of York,exact
3680,I84884186,Newcastle University,fuzzy
3681,I145872427,Radboud University Nijmegen,exact
3682,I40120149,University of Oxford,exact
3683,I149213910,University of Antwerp,exact
3684,,,
3685,I138549579,Scuola Internazionale Superiore di Studi Avanzati,fuzzy
3686,I146655781,University of Liverpool,exact
3687,I98677209,University of Edinburgh,exact
3688,I145872427,Radboud University Nijmegen,exact
3689,I157286207,"National University of Ireland, Maynooth",exact
3690,I16835326,University of St Andrews,exact
3691,I124357947,University of London,exact
3692,I193662353,Utrecht University,exact
3693,I169199633,Aston University,exact
3694,I913958620,Erasmus University Rotterdam,exact
3695,I200763008,Justus-Liebig-Universität Gießen,exact
3696,I2802934949,Radboud University Medical Center,exact
3697,I1334415907,University Medical Center Groningen,exact
3698,I9341345,University of Lübeck,exact
3699,I79510175,Cardiff University,exact
3700,I157286207,"National University of Ireland, Maynooth",exact
3701,I7882870,University of Glasgow,exact
3702,I149899117,Max Planck Society,exact
3703,I7882870,University of Glasgow,exact
3704,,,
3705,I98677209,University of Edinburgh,exact
3706,I887064364,University of Amsterdam,exact
3707,I12093191,University of Stirling,exact
3708,,,
3709,I52099693,University of York,exact
3710,,,
3711,I52099693,University of York,exact
3712,I99464096,KU Leuven,exact
3713,I202697423,University of Zurich,exact
3714,,,
3715,I40120149,University of Oxford,exact
3716,I121797337,Leiden University,exact
3717,,,
3718,I114090438,Goethe University Frankfurt,fuzzy
3719,I162608824,University of Sussex,exact
3720,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3721,I79619799,University of Birmingham,exact
3722,I28166907,Karolinska Institutet,exact
3723,,,
3724,I193223587,University of Trento,exact
3725,I904495901,Ruhr University Bochum,fuzzy
3726,I861853513,Sapienza University of Rome,exact
3727,I129774422,University of Vienna,exact
3728,I133731052,University of Helsinki,exact
3729,I98677209,University of Edinburgh,exact
3730,I121797337,Leiden University,exact
3731,I55143463,University of Turin,exact
3732,I159176309,Universität Hamburg,exact
3733,I52099693,University of York,exact
3734,I170486558,Universitat Pompeu Fabra,exact
3735,I133731052,University of Helsinki,exact
3736,I108290504,University of Pisa,exact
3737,I100930933,University College Dublin,fuzzy
3738,I909854389,London School of Economics and Political Science,fuzzy
3739,I23923803,University of Exeter,exact
3740,I124055696,University of Copenhagen,exact
3741,I114090438,Goethe University Frankfurt,fuzzy
3742,I25217355,University of Pavia,exact
3743,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3744,,,
3745,I127927624,University of Naples - L'Orientale,exact
3746,I161046081,University of Freiburg,exact
3747,I184942183,University of Oslo,exact
3748,I887064364,University of Amsterdam,exact
3749,I193662353,Utrecht University,exact
3750,I887064364,University of Amsterdam,exact
3751,I133731052,University of Helsinki,exact
3752,I15766117,University of Graz,exact
3753,,,
3754,I182534213,Universidade do Porto,exact
3755,I4210115111,University of Arts and Industrial Design Linz,exact
3756,I184942183,University of Oslo,exact
3757,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
3758,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact
3759,I99464096,KU Leuven,exact
3760,I168208266,Venice International University,fuzzy
3761,I55143463,University of Turin,exact
3762,I32597200,Ghent University,exact
3763,I123044942,Universitat Autònoma de Barcelona,exact
3764,I157286207,"National University of Ireland, Maynooth",exact
3765,I168208266,Venice International University,fuzzy
3766,I223822909,Heidelberg University,fuzzy
3767,,,
3768,,,
3769,I129774422,University of Vienna,exact
3770,I169381384,University of Groningen,exact
3771,I184942183,University of Oslo,exact
3772,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact
3773,,,
3774,I161929037,Université de Bretagne Occidentale,exact
3775,,,
3776,I138689650,University of Padua,exact
3777,I188760350,Ollscoil na Gaillimhe – University of Galway,exact
3778,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact
3779,I159176309,Universität Hamburg,exact
3780,,,
3781,I99464096,KU Leuven,exact
3782,I95674353,UCLouvain,fuzzy
3783,I887064364,University of Amsterdam,exact
3784,I75951250,Freie Universität Berlin,exact
3785,I102335020,Karlsruhe Institute of Technology,exact
3786,I182534213,Universidade do Porto,exact
3787,I129774422,University of Vienna,exact
3788,,,
3789,,,
3790,I50441567,Universitat de les Illes Balears,exact
3791,I189712700,University of Konstanz,exact
3792,I121797337,Leiden University,exact
3793,,,
3794,,,
3795,I197251160,Hebrew University of Jerusalem,exact
3796,I94626330,University of Bamberg,exact
3797,I142263535,University of Nottingham,exact
3798,,,
3799,I2799785105,Iceland University of the Arts,exact
3800,,,
3801,I32597200,Ghent University,exact
3802,I4210127711,National Hellenic Research Foundation,exact
3803,I188760350,Ollscoil na Gaillimhe – University of Galway,exact
3804,I129774422,University of Vienna,exact
3805,,,
3806,,,
3807,I197251160,Hebrew University of Jerusalem,exact
3808,I188760350,Ollscoil na Gaillimhe – University of Galway,exact
3809,,,
3810,,,
3811,I168208266,Venice International University,fuzzy
3812,I184942183,University of Oslo,exact
3813,I184942183,University of Oslo,exact
3814,I4210108156,"Czech Academy of Sciences, Institute of Ethnology",exact
3815,I193662353,Utrecht University,exact
3816,I121797337,Leiden University,exact
3817,I45129253,University College London,exact
3818,I161046081,University of Freiburg,exact
3819,I86987016,KTH Royal Institute of Technology,fuzzy
3820,,,
3821,I8087733,University of Tübingen,exact
3822,I168208266,Venice International University,fuzzy
3823,I8087733,University of Tübingen,exact
3824,I40120149,University of Oxford,exact
3825,I74656192,University of Göttingen,exact
3826,,,
3827,I31575130,SOAS University of London,fuzzy
3828,I39804081,Sorbonne Université,exact
3829,I100930933,University College Dublin,fuzzy
3830,I204337017,Aarhus University,exact
3831,I124357947,University of London,exact
3832,I55143463,University of Turin,exact
3833,,,
3834,I91712215,Saarland University,exact
3835,I32597200,Ghent University,exact
3836,I54009628,University of Bayreuth,exact
3837,I40120149,University of Oxford,exact
3838,I205274468,Trinity College Dublin,exact
3839,I121797337,Leiden University,exact
3840,I40120149,University of Oxford,exact
3841,I99464096,KU Leuven,exact
3842,I79619799,University of Birmingham,exact
3843,I74656192,University of Göttingen,exact
3844,I118564535,University of Bern,exact
3845,I40120149,University of Oxford,exact
3846,I9360294,University of Bologna,exact
3847,I9360294,University of Bologna,exact
3848,,,
3849,I34352273,Maastricht University,exact
3850,I4432739,University of Bergen,exact
3851,I36234482,University of Bristol,exact
3852,I71999127,Universitat de Barcelona,exact
3853,I100930933,University College Dublin,fuzzy
3854,I32597200,Ghent University,exact
3855,I40120149,University of Oxford,exact
3856,I887064364,University of Amsterdam,exact
3857,I9360294,University of Bologna,exact
3858,I187531555,Lund University,exact
3859,I241749,University of Cambridge,exact
3860,I904495901,Ruhr University Bochum,fuzzy
3861,I193662353,Utrecht University,exact
3862,I133837150,University of Huddersfield,exact
3863,I121797337,Leiden University,exact
3864,I21370196,Aristotle University of Thessaloniki,exact
3865,,,
3866,I98677209,University of Edinburgh,exact
3867,I9927081,Aalto University,exact
3868,I193662353,Utrecht University,exact
3869,I193662353,Utrecht University,exact
3870,I159176309,Universität Hamburg,exact
3871,I97565354,University of Lausanne,exact
3872,I32021983,Christian-Albrechts-Universität zu Kiel,fuzzy
3873,I94722563,University of Jyväskylä,exact
3874,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3875,,,
3876,I913958620,Erasmus University Rotterdam,exact
3877,I145872427,Radboud University Nijmegen,exact
3878,I121797337,Leiden University,exact
3879,I4654613,University of Warsaw,exact
3880,I2799391115,Deutsches Museum,exact
3881,I1294671590,Centre National de la Recherche Scientifique,fuzzy
3882,I241749,University of Cambridge,exact
3883,I40120149,University of Oxford,exact
3884,I129774422,University of Vienna,exact
3885,I193662353,Utrecht University,exact
3886,I159176309,Universität Hamburg,exact
3887,I193662353,Utrecht University,exact
3888,I31575130,SOAS University of London,fuzzy
3889,I36234482,University of Bristol,exact
3890,,,
3891,,,
3892,I197251160,Hebrew University of Jerusalem,exact
3893,I887064364,University of Amsterdam,exact
3894,I241749,University of Cambridge,exact
3895,I99464096,KU Leuven,exact
3896,I241749,University of Cambridge,exact
3897,I123044942,Universitat Autònoma de Barcelona,exact
3898,I59411706,Adam Mickiewicz University in Poznań,exact
3899,I202697423,University of Zurich,exact
3900,I188760350,Ollscoil na Gaillimhe – University of Galway,exact
3901,I169381384,University of Groningen,exact
3902,I4210113357,Institut Català de Paleoecologia Humana i Evolució Social,fuzzy
3903,I100930933,University College Dublin,fuzzy
3904,I121797337,Leiden University,exact
