row_id,host_openalex_id,matched_name,method,relevance,ror
3270,I193700539,Tilburg University,exact,136090.75,https://ror.org/04b8v1s79
3271,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3272,I91203450,University of Haifa,exact,124196.695,https://ror.org/02f009v59
3273,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
3274,I204778367,Norwegian University of Science and Technology,exact,260490.53,https://ror.org/05xg72x27
3275,,,none,,
3276,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
3277,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3278,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
3279,I13469542,Vrije Universiteit Brussel,weak,103277.375,https://ror.org/006e5kg04
3280,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3281,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
3282,,,none,,
3283,I200284239,Universidade de Santiago de Compostela,exact,39960.39,https://ror.org/030eybx10
3284,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3285,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3286,I4432739,University of Bergen,exact,243454.16,https://ror.org/03zga2b32
3287,,,none,,
3288,,,none,,
3289,I180923762,University of Cologne,weak,13310.07,https://ror.org/00rcxh774
3290,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
3291,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
3292,I913481162,Wageningen University & Research,fuzzy,288460.2,https://ror.org/04qw24q55
3293,I4432739,University of Bergen,exact,243454.16,https://ror.org/03zga2b32
3294,I118564535,University of Bern,exact,287583.72,https://ror.org/02k7v4d05
3295,,,none,,
3296,I161941770,University of Lucerne,exact,38611.914,https://ror.org/00kgrkn83
3297,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
3298,I183935753,King's College London,exact,542667.9,https://ror.org/0220mzb33
3299,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3300,I157286207,"National University of Ireland, Maynooth",exact,110590.0,https://ror.org/048nfjm95
3301,I7882870,University of Glasgow,exact,376363.0,https://ror.org/00vtgdb53
3302,I4210148332,Barcelona Institute for Global Health,fuzzy,34605.59,https://ror.org/03hjgt059
3303,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3304,,,none,,
3305,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
3306,,,none,,
3307,I184558857,Royal Holloway University of London,fuzzy,94749.0,https://ror.org/04g2vpn86
3308,I153648349,University of Leicester,exact,242057.86,https://ror.org/04h699437
3309,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
3310,I62318514,University of Duisburg-Essen,exact,296820.5,https://ror.org/04mz5ra38
3311,,,none,,
3312,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
3313,I184558857,Royal Holloway University of London,fuzzy,94749.0,https://ror.org/04g2vpn86
3314,I63098007,Liverpool John Moores University,exact,222711.62,https://ror.org/04zfme737
3315,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
3316,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
3317,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
3318,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
3319,I91136226,University of Sheffield,exact,321924.84,https://ror.org/05krs5044
3320,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
3321,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3322,I51601045,University of Bath,exact,175667.95,https://ror.org/002h8g185
3323,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3324,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
3325,I183935753,King's College London,exact,542667.9,https://ror.org/0220mzb33
3326,I9927081,Aalto University,exact,173380.19,https://ror.org/020hwjq30
3327,I123044942,Universitat Autònoma de Barcelona,exact,39540.395,https://ror.org/052g8jq94
3328,I31575130,SOAS University of London,fuzzy,5309.828,https://ror.org/04vrxay34
3329,I132053463,Université Libre de Bruxelles,weak,123523.0,https://ror.org/01r9htc13
3330,I190082696,Durham University,exact,34730.715,https://ror.org/01v29qb04
3331,I43439940,University of Southampton,exact,297888.47,https://ror.org/01ryk1543
3332,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
3333,I183935753,King's College London,exact,542667.9,https://ror.org/0220mzb33
3334,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
3335,I909854389,London School of Economics and Political Science,fuzzy,227506.02,https://ror.org/0090zs177
3336,I183935753,King's College London,exact,542667.9,https://ror.org/0220mzb33
3337,I123044942,Universitat Autònoma de Barcelona,exact,39540.395,https://ror.org/052g8jq94
3338,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
3339,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
3340,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
3341,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
3342,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
3343,I79619799,University of Birmingham,exact,359401.1,https://ror.org/03angcq70
3344,I913958620,Erasmus University Rotterdam,exact,443607.78,https://ror.org/057w15z03
3345,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
3346,I881427289,University of Gothenburg,exact,304493.62,https://ror.org/01tm6cn81
3347,I102248843,Vienna University of Economics and Business,exact,96533.52,https://ror.org/03yn8s215
3348,I123044942,Universitat Autònoma de Barcelona,exact,39540.395,https://ror.org/052g8jq94
3349,I20581793,University of Kent,exact,111067.43,https://ror.org/00xkeyj56
3350,I193700539,Tilburg University,exact,136090.75,https://ror.org/04b8v1s79
3351,I182212641,University of Salzburg,exact,28451.83,https://ror.org/05gs8cd61
3352,I162608824,University of Sussex,exact,202713.3,https://ror.org/00ayhx656
3353,I193700539,Tilburg University,exact,136090.75,https://ror.org/04b8v1s79
3354,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3355,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
3356,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
3357,I28290843,University of Surrey,exact,166825.42,https://ror.org/00ks66431
3358,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3359,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3360,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
3361,I4392738132,Instituto de Ciências Sociais da Universidade de Lisboa,exact,688.05444,https://ror.org/020rfvw83
3362,I874792244,European University Institute,exact,35671.258,https://ror.org/0031wrj91
3363,I51601045,University of Bath,exact,175667.95,https://ror.org/002h8g185
3364,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
3365,,,none,,
3366,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
3367,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3368,I179225836,University of Augsburg,exact,95757.74,https://ror.org/03p14d497
3369,I60419261,Peace Research Institute Oslo,exact,43615.28,https://ror.org/04dx54y73
3370,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
3371,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3372,,,none,,
3373,I909854389,London School of Economics and Political Science,fuzzy,227506.02,https://ror.org/0090zs177
3374,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3375,,,none,,
3376,I99682543,University of Minho,exact,168144.42,https://ror.org/037wpkx04
3377,I170486558,Universitat Pompeu Fabra,exact,43511.164,https://ror.org/04n0g0b29
3378,I13955877,Bar-Ilan University,exact,249102.6,https://ror.org/03kgsv495
3379,I180437899,University of Bremen,exact,151379.67,https://ror.org/04ers2y35
3380,I50357001,Universidad Carlos III de Madrid,exact,27918.14,https://ror.org/03ths8210
3381,,,none,,
3382,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
3383,I5237613,Frankfurt University of Applied Sciences,weak,9938.851,https://ror.org/02r625m11
3384,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
3385,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
3386,,,none,,
3387,I149213910,University of Antwerp,exact,241988.78,https://ror.org/008x57b05
3388,I205092303,Institut d'Etudes Politiques de Paris,exact,6560.9937,https://ror.org/05fe7ax82
3389,I155660961,University of Turku,exact,205834.64,https://ror.org/05vghhr25
3390,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3391,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3392,I31575130,SOAS University of London,fuzzy,5309.828,https://ror.org/04vrxay34
3393,I4392738132,Instituto de Ciências Sociais da Universidade de Lisboa,exact,688.05444,https://ror.org/020rfvw83
3394,I2799784675,University Hospitals of the Ruhr-University of Bochum,weak,30920.643,https://ror.org/03zcpvf19
3395,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3396,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
3397,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3398,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3399,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
3400,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
3401,I121883995,Johannes Kepler University of Linz,weak,87261.35,https://ror.org/052r2xn60
3402,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3403,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3404,I97565354,University of Lausanne,exact,250802.06,https://ror.org/019whta54
3405,I159176309,Universität Hamburg,exact,52580.78,https://ror.org/00g30e956
3406,I39555362,University of Warwick,exact,259869.52,https://ror.org/01a77tt86
3407,,,none,,
3408,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
3409,,,none,,
3410,I7882870,University of Glasgow,exact,376363.0,https://ror.org/00vtgdb53
3411,I203082224,Hochschule Bielefeld,weak,2945.5193,https://ror.org/00edvg943
3412,I52099693,University of York,exact,175410.08,https://ror.org/04m01e293
3413,I909854389,London School of Economics and Political Science,fuzzy,227506.02,https://ror.org/0090zs177
3414,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
3415,I2799784675,University Hospitals of the Ruhr-University of Bochum,weak,30920.643,https://ror.org/03zcpvf19
3416,I13469542,Vrije Universiteit Brussel,weak,103277.375,https://ror.org/006e5kg04
3417,I36234482,University of Bristol,exact,336861.22,https://ror.org/0524sp257
3418,I183935753,King's College London,exact,542667.9,https://ror.org/0220mzb33
3419,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
3420,I4210107832,Ernst Abbe University of Applied Sciences Jena,weak,5637.472,https://ror.org/01rfnc002
3421,,,none,,
3422,,,none,,
3423,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
3424,I161593684,Stockholm University,exact,248837.88,https://ror.org/05f0yaq80
3425,I2800297018,Chr. Michelsen Institute,weak,34347.67,https://ror.org/02w7rbf39
3426,I230495080,University of Limerick,exact,104798.51,https://ror.org/00a0n9e72
3427,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
3428,I34352273,Maastricht University,exact,286442.2,https://ror.org/02jz4aj89
3429,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
3430,,,none,,
3431,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3432,,,none,,
3433,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
3434,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
3435,I1282776028,German Institute for Economic Research,exact,54553.73,https://ror.org/0050vmv35
3436,I34352273,Maastricht University,exact,286442.2,https://ror.org/02jz4aj89
3437,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
3438,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
3439,I149461666,Ca' Foscari University of Venice,weak,60088.195,https://ror.org/04yzxz566
3440,I123044942,Universitat Autònoma de Barcelona,exact,39540.395,https://ror.org/052g8jq94
3441,I91203450,University of Haifa,exact,124196.695,https://ror.org/02f009v59
3442,I165368041,University of Iceland,exact,130279.26,https://ror.org/01db6h964
3443,I189158943,University of Milan,exact,360040.97,https://ror.org/00wjc7c48
3444,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3445,I193700539,Tilburg University,exact,136090.75,https://ror.org/04b8v1s79
3446,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact,54852.375,https://ror.org/00f7hpc57
3447,I913481162,Wageningen University & Research,fuzzy,288460.2,https://ror.org/04qw24q55
3448,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
3449,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
3450,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
3451,I4392738132,Instituto de Ciências Sociais da Universidade de Lisboa,exact,688.05444,https://ror.org/020rfvw83
3452,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
3453,I177802217,University of Mannheim,exact,100582.336,https://ror.org/031bsb921
3454,I29107187,Norwegian Institute for Cultural Heritage Research,fuzzy,14021.749,https://ror.org/02xhrye98
3455,I83467386,IT University of Copenhagen,exact,77087.75,https://ror.org/02309jg23
3456,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3457,I71999127,Universitat de Barcelona,exact,38764.41,https://ror.org/021018s57
3458,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3459,,,none,,
3460,I913958620,Erasmus University Rotterdam,exact,443607.78,https://ror.org/057w15z03
3461,I4432739,University of Bergen,exact,243454.16,https://ror.org/03zga2b32
3462,I4392738281,Centro de Estudos Sociais,exact,270.7107,https://ror.org/04fab7w85
3463,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
3464,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
3465,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
3466,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
3467,I913958620,Erasmus University Rotterdam,exact,443607.78,https://ror.org/057w15z03
3468,I9360294,University of Bologna,exact,320890.8,https://ror.org/01111rn36
3469,,,none,,
3470,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3471,I50357001,Universidad Carlos III de Madrid,exact,27918.14,https://ror.org/03ths8210
3472,I9360294,University of Bologna,exact,320890.8,https://ror.org/01111rn36
3473,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
3474,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
3475,I71999127,Universitat de Barcelona,exact,38764.41,https://ror.org/021018s57
3476,I2800297018,Chr. Michelsen Institute,weak,34347.67,https://ror.org/02w7rbf39
3477,,,none,,
3478,,,none,,
3479,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3480,I9360294,University of Bologna,exact,320890.8,https://ror.org/01111rn36
3481,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3482,,,none,,
3483,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
3484,I177802217,University of Mannheim,exact,100582.336,https://ror.org/031bsb921
3485,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
3486,I899635006,Université Grenoble Alpes,fuzzy,26837.717,https://ror.org/02rx3b187
3487,,,none,,
3488,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
3489,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3490,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
3491,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3492,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
3493,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3494,I60419261,Peace Research Institute Oslo,exact,43615.28,https://ror.org/04dx54y73
3495,I162608824,University of Sussex,exact,202713.3,https://ror.org/00ayhx656
3496,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
3497,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact,117144.875,https://ror.org/043c0p156
3498,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3499,I166337079,Queen Mary University of London,weak,191599.95,https://ror.org/026zzn846
3500,I200284239,Universidade de Santiago de Compostela,exact,39960.39,https://ror.org/030eybx10
3501,I186354981,University of Passau,exact,46870.81,https://ror.org/05ydjnb78
3502,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3503,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3504,I2800006345,Leiden University Medical Center,exact,358705.56,https://ror.org/05xvt9f17
3505,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
3506,,,none,,
3507,I161593684,Stockholm University,exact,248837.88,https://ror.org/05f0yaq80
3508,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3509,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3510,I170486558,Universitat Pompeu Fabra,exact,43511.164,https://ror.org/04n0g0b29
3511,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3512,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
3513,I909854389,London School of Economics and Political Science,fuzzy,227506.02,https://ror.org/0090zs177
3514,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3515,I180519160,Copenhagen Business School,exact,110384.945,https://ror.org/04sppb023
3516,I43439940,University of Southampton,exact,297888.47,https://ror.org/01ryk1543
3517,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
3518,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
3519,I4432739,University of Bergen,exact,243454.16,https://ror.org/03zga2b32
3520,I45084792,University of Florence,exact,254717.31,https://ror.org/04jr1s763
3521,,,none,,
3522,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
3523,,,none,,
3524,I4392738281,Centro de Estudos Sociais,exact,270.7107,https://ror.org/04fab7w85
3525,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
3526,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3527,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3528,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3529,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
3530,I118564535,University of Bern,exact,287583.72,https://ror.org/02k7v4d05
3531,I34352273,Maastricht University,exact,286442.2,https://ror.org/02jz4aj89
3532,I161593684,Stockholm University,exact,248837.88,https://ror.org/05f0yaq80
3533,I177477856,Politecnico di Torino,exact,28573.088,https://ror.org/00bgk9508
3534,,,none,,
3535,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3536,I4210154111,Université Gustave Eiffel,exact,20841.361,https://ror.org/03x42jk29
3537,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
3538,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
3539,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3540,I166337079,Queen Mary University of London,weak,191599.95,https://ror.org/026zzn846
3541,I1317774081,International Institute for Applied Systems Analysis,fuzzy,147901.48,https://ror.org/02wfhk785
3542,I130828816,University of Leeds,exact,298518.0,https://ror.org/024mrxd33
3543,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
3544,,,none,,
3545,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3546,,,none,,
3547,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
3548,,,none,,
3549,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
3550,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
3551,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3552,,,none,,
3553,I95674353,UCLouvain,fuzzy,33728.004,https://ror.org/02495e989
3554,I34352273,Maastricht University,exact,286442.2,https://ror.org/02jz4aj89
3555,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3556,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3557,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
3558,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
3559,,,none,,
3560,I204730241,Université Paris Cité,exact,57428.344,https://ror.org/05f82e368
3561,I71999127,Universitat de Barcelona,exact,38764.41,https://ror.org/021018s57
3562,,,none,,
3563,I28166907,Karolinska Institutet,exact,61562.074,https://ror.org/056d84691
3564,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
3565,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
3566,I2802934949,Radboud University Medical Center,exact,365017.7,https://ror.org/05wg1m734
3567,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
3568,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3569,I4210105615,Central Institute of Mental Health,fuzzy,9401.696,https://ror.org/01hynnt93
3570,I193700539,Tilburg University,exact,136090.75,https://ror.org/04b8v1s79
3571,I108290504,University of Pisa,exact,306538.62,https://ror.org/03ad39j10
3572,I2800917498,Northeastern University London,exact,6488.502,https://ror.org/03hdf3w38
3573,I52099693,University of York,exact,175410.08,https://ror.org/04m01e293
3574,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3575,I193223587,University of Trento,exact,167551.7,https://ror.org/05trd4x28
3576,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3577,I2799784675,University Hospitals of the Ruhr-University of Bochum,weak,30920.643,https://ror.org/03zcpvf19
3578,I75951250,Freie Universität Berlin,exact,46536.777,https://ror.org/046ak2485
3579,I13955877,Bar-Ilan University,exact,249102.6,https://ror.org/03kgsv495
3580,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
3581,,,none,,
3582,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3583,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3584,I91203450,University of Haifa,exact,124196.695,https://ror.org/02f009v59
3585,I75951250,Freie Universität Berlin,exact,46536.777,https://ror.org/046ak2485
3586,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3587,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3588,I30771326,Italian Institute of Technology,exact,141176.92,https://ror.org/042t93s57
3589,,,none,,
3590,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
3591,I189158943,University of Milan,weak,362583.25,https://ror.org/00wjc7c48
3592,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
3593,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
3594,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
3595,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
3596,I71999127,Universitat de Barcelona,exact,38764.41,https://ror.org/021018s57
3597,I4405271003,Elblandklinikum Radebeul,weak,1.7318883,https://ror.org/01pnwhg58
3598,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3599,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
3600,I31512782,Technische Universität Darmstadt,exact,32278.135,https://ror.org/05n911h24
3601,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
3602,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
3603,I31512782,Technische Universität Darmstadt,exact,32278.135,https://ror.org/05n911h24
3604,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
3605,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3606,I204730241,Université Paris Cité,exact,57428.344,https://ror.org/05f82e368
3607,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
3608,I4210112713,University Hospital Schleswig-Holstein,fuzzy,214310.25,https://ror.org/01tvm6f46
3609,I147765834,Leipzig University of Applied Sciences,weak,13022.127,https://ror.org/03xgcq477
3610,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3611,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3612,,,none,,
3613,I186354981,University of Passau,exact,46870.81,https://ror.org/05ydjnb78
3614,I2800920820,Istituto Universitario di Studi Superiori di Pavia,exact,8456.693,https://ror.org/0290wsh42
3615,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
3616,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
3617,I123044942,Universitat Autònoma de Barcelona,exact,39540.395,https://ror.org/052g8jq94
3618,I98259816,"Birkbeck, University of London",weak,12560.555,https://ror.org/02mb95055
3619,,,none,,
3620,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
3621,,,none,,
3622,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
3623,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3624,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
3625,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
3626,I142263535,University of Nottingham,exact,297238.44,https://ror.org/01ee9ar58
3627,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
3628,,,none,,
3629,I161103922,Philipps University of Marburg,fuzzy,207014.64,https://ror.org/01rdrb571
3630,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
3631,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
3632,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3633,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3634,I7882870,University of Glasgow,exact,376363.0,https://ror.org/00vtgdb53
3635,I52590639,Nottingham Trent University,exact,138699.97,https://ror.org/04xyxjd90
3636,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
3637,I71052956,University of Reading,exact,189797.55,https://ror.org/05v62cm79
3638,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3639,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
3640,I196349391,Universität Ulm,exact,35018.91,https://ror.org/032000t02
3641,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3642,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
3643,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
3644,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
3645,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
3646,,,none,,
3647,I135140700,University of Bonn,exact,339605.3,https://ror.org/041nas322
3648,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
3649,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
3650,I162608824,University of Sussex,exact,202713.3,https://ror.org/00ayhx656
3651,I130828816,University of Leeds,exact,298518.0,https://ror.org/024mrxd33
3652,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
3653,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
