row_id,AwardNumber,PrincipalInvestigator,OrganizationState,inst_name,host_openalex_id,matched_name,method,source,jaccard,cover,type,productivity,ror
12509,"=""2046660""",Samuel D Snow,LA,Louisiana State University,I121820613,Louisiana State University,exact,prior,,,,,https://ror.org/05ect4e57
12510,"=""2046669""",Douglas Cook,UT,Brigham Young University,I100005738,Brigham Young University,exact,prior,,,,,https://ror.org/047rhhm47
12511,"=""2046670""",Chelsey Z Hargather,NM,New Mexico Institute of Mining and Technology,I207123951,New Mexico Institute of Mining and Technology,exact,prior,,,,,https://ror.org/005p9kw61
12512,"=""2046678""",Rebecca Hutchinson,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
12513,"=""2046681""",Caroline Proulx,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
12514,"=""2046683""",DAPENG BI,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
12515,"=""2046694""",Angela Alexander,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
12516,"=""2046705""",Gedare A Bloom,CO,University of Colorado at Colorado Springs,I888729015,University of Colorado Colorado Springs,exact,prior,,,,,https://ror.org/054spjc55
12517,"=""2046708""",Pingkun Yan,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
12518,"=""2046710""",Yingyu Liang,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
12519,"=""2046725""",Danielle Szafir,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
12520,"=""2046726""",Bo Li,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
12521,"=""2046730""",Brittany T Fasy,MT,Montana State University,I23732399,Montana State University,exact,prior,,,,,https://ror.org/02w0trx84
12522,"=""2046733""",Brody Sandel,CA,Santa Clara University,I16269868,Santa Clara University,exact,prior,,,,,https://ror.org/03ypqe447
12523,"=""2046737""",Achuta Kadambi,CA,University of California-Los Angeles,I161318765,"University of California, Los Angeles",exact,prior,,,,,https://ror.org/046rm7j60
12524,"=""2046744""",Brenda Rubenstein,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
12525,"=""2046746""",Adrianne Rosales,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
12526,"=""2046751""",Ying Li,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
12527,"=""2046753""",Mark J Chaisson,CA,University of Southern California,I1174212,University of Southern California,exact,prior,,,,,https://ror.org/03taz7m60
12528,"=""2046760""",Christopher M De Sa,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
12529,"=""2046768""",Ashley M Matheny,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
12530,"=""2046770""",Ryan K Williams,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
12531,"=""2046772""",David P Burghoff,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,prior,,,,,https://ror.org/00mkhxb43
12532,"=""2046778""",Joseph H Davis,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
12533,"=""2046795""",Oluwasanmi Koyejo,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
12534,"=""2046796""",Ranga Dias,NY,University of Rochester,I5388228,University of Rochester,exact,prior,,,,,https://ror.org/022kthw22
12535,"=""2046797""",Tyler R Kartzinel,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
12536,"=""2046800""",Andrew R Thurber,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
12537,"=""2046812""",Thomas J Schwartz,ME,University of Maine,I7947594,University of Maine,exact,prior,,,,,https://ror.org/01adr0w49
12538,"=""2046813""",Deren Eaton,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
12539,"=""2046816""",Samet Oymak,CA,University of California-Riverside,I103635307,"University of California, Riverside",exact,prior,,,,,https://ror.org/03nawhv43
12540,"=""2046819""",Lauren D Zarzar,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
12541,"=""2046822""",Bin Liu,CA,University of California - Merced,I156087764,"University of California, Merced",exact,prior,,,,,https://ror.org/00d9ah105
12542,"=""2046835""",Fei Zhang,NJ,Rutgers University Newark,I102322142,"Rutgers, The State University of New Jersey",override,manual,,,,,
12543,"=""2046842""",Maureen A Craig,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
12544,"=""2046849""",Javier D Sanchez-Yamagishi,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
12545,"=""2046853""",Adriana Kovashka,PA,University of Pittsburgh,I170201317,University of Pittsburgh,exact,prior,,,,,https://ror.org/01an3r305
12546,"=""2046856""",Frances K Harper,TN,University of Tennessee Knoxville,I75027704,University of Tennessee at Knoxville,fuzzy,prior,,,,,https://ror.org/020f3ap87
12547,"=""2046863""",Matthew Z Anderson,OH,"OHIO STATE UNIVERSITY, THE",I52357470,The Ohio State University,fuzzy,prior,,,,,https://ror.org/00rs6vg23
12548,"=""2046868""",Bhart-Anjan S Bhullar,CT,Yale University,I32971472,Yale University,exact,prior,,,,,https://ror.org/03v76x132
12549,"=""2046869""",Susanne DiSalvo,IL,Southern Illinois University at Edwardsville,I87547150,Southern Illinois University Edwardsville,exact,duckdb,1.0,1.0,education,9318.0,04cqs5j56
12550,"=""2046873""",Sameer Singh,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
12551,"=""2046874""",EDGAR DOBRIBAN,PA,University of Pennsylvania,I79576946,University of Pennsylvania,exact,prior,,,,,https://ror.org/00b30xv10
12552,"=""2046880""",Alexander Volfovsky,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
12553,"=""2046883""",Quinn M Konopacky,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
12554,"=""2046889""",Priyam Patel,UT,University of Utah,I223532165,University of Utah,exact,prior,,,,,https://ror.org/03r0ha626
12555,"=""2046896""",Jared Murray,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
12556,"=""2046910""",Carl M Vondrick,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
12557,"=""2046915""",Pavel Galashin,CA,University of California-Los Angeles,I161318765,"University of California, Los Angeles",exact,prior,,,,,https://ror.org/046rm7j60
12558,"=""2046925""",Serena M Eley,CO,Colorado School of Mines,I167576493,Colorado School of Mines,exact,prior,,,,,https://ror.org/04raf6v53
12559,"=""2046926""",Ester J Kwon,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
12560,"=""2046929""",Jian Xu,LA,Louisiana State University,I121820613,Louisiana State University,exact,prior,,,,,https://ror.org/05ect4e57
12561,"=""2046932""",Lynne J Elkins,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,prior,,,,,https://ror.org/043mer456
12562,"=""2046933""",Tran B Nguyen,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
12563,"=""2046936""",Wenzhuo Wu,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
12564,"=""2046944""",Shubhra Bansal,NV,University of Nevada Las Vegas,I133999245,"University of Nevada, Las Vegas",exact,prior,,,,,https://ror.org/0406gha72
12565,"=""2046948""",Justin B Sambur,CO,Colorado State University,I92446798,Colorado State University,exact,prior,,,,,https://ror.org/03k1gpj17
12566,"=""2046953""",Xusheng Xiao,OH,Case Western Reserve University,I58956616,Case Western Reserve University,exact,prior,,,,,https://ror.org/051fd9666
12567,"=""2046955""",Joydeep Biswas,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
12568,"=""2046957""",Margaret Zimmer,CA,University of California-Santa Cruz,I185103710,"University of California, Santa Cruz",exact,prior,,,,,https://ror.org/03s65by71
12569,"=""2046963""",Minje Kim,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
12570,"=""2046972""",Mahanth Gowda,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
12571,"=""2046977""",Daniel J Cohen,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
12572,"=""2046984""",Hua Bai,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
12573,"=""2046991""",Ilan Shomorony,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
12574,"=""2047000""",Xin Zhao,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
12575,"=""2047001""",Licong Cui,TX,The University of Texas Health Science Center at Houston,I919571938,The University of Texas Health Science Center at Houston,exact,duckdb,1.0,1.0,education,126924.0,03gds6c39
12576,"=""2047003""",Daniel A Stolper,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
12577,"=""2047010""",Xiangnan Zhong,FL,Florida Atlantic University,I63772739,Florida Atlantic University,exact,prior,,,,,https://ror.org/05p8w6387
12578,"=""2047014""",Michael C Campbell,DC,Howard University,I137853757,Howard University,exact,prior,,,,,https://ror.org/05gt1vc06
12579,"=""2047015""",Judson D Ryckman,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
12580,"=""2047017""",Katharina Maisel,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
12581,"=""2047018""",Jangwook P Jung,LA,Louisiana State University,I121820613,Louisiana State University,exact,prior,,,,,https://ror.org/05ect4e57
12582,"=""2047019""",Anthony S Hall,MD,Johns Hopkins University,I145311948,Johns Hopkins University,exact,prior,,,,,https://ror.org/00za53h95
12583,"=""2047020""",Mubarak Hussain Syed,NM,University of New Mexico,I169521973,University of New Mexico,exact,prior,,,,,https://ror.org/05fs6jp91
12584,"=""2047024""",Andrew Smye,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
12585,"=""2047033""",Ehsan Dehghan-Niri,NM,New Mexico State University,I10052268,New Mexico State University,exact,prior,,,,,https://ror.org/00hpz7z43
12586,"=""2047034""",Sicun Gao,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
12587,"=""2047040""",Tyler Summers,TX,University of Texas at Dallas,I162577319,The University of Texas at Dallas,fuzzy,prior,,,,,https://ror.org/049emcs32
12588,"=""2047041""",Kathryn H Matlack,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
12589,"=""2047045""",Emily Tsui,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,prior,,,,,https://ror.org/00mkhxb43
12590,"=""2047052""",Robert L Unckless,KS,University of Kansas Center for Research Inc,I146416000,University of Kansas,override,manual,,,,,
12591,"=""2047057""",Julio C Sepulveda,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
12592,"=""2047061""",Sepehr Assadi,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
12593,"=""2047062""",Feng Xiao,ND,University of North Dakota Main Campus,I24571045,University of North Dakota,exact,prior,,,,,https://ror.org/04a5szx83
12594,"=""2047064""",Zhen Ni,FL,Florida Atlantic University,I63772739,Florida Atlantic University,exact,prior,,,,,https://ror.org/05p8w6387
12595,"=""2047072""",Jing Fan,NY,CUNY City College,I125687163,City College of New York,override,manual,,,,,
12596,"=""2047083""",Michael D Litos,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
12597,"=""2047084""",Scott J McCormack,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
12598,"=""2047094""",MD NOOR E ALAM,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
12599,"=""2047105""",Valerie J Taylor,PA,Lehigh University,I186143895,Lehigh University,exact,prior,,,,,https://ror.org/012afjb06
12600,"=""2047108""",Zachary K Wickens,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
12601,"=""2047109""",Yan Wang,NV,"Board of Regents, NSHE, obo University of Nevada, Reno",I134113660,"University of Nevada, Reno",human,prior,,,,,
12602,"=""2047115""",Lon M Chubiz,MO,University of Missouri-Saint Louis,I208333798,University of Missouri–St. Louis,override,manual,,,,,
12603,"=""2047118""",Xin Fan,CO,University of Denver,I131651094,University of Denver,exact,prior,,,,,https://ror.org/04w7skc03
12604,"=""2047119""",Guillaume Duclos,MA,Brandeis University,I6902469,Brandeis University,exact,prior,,,,,https://ror.org/05abbep66
12605,"=""2047120""",Abhinav Bhatele,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
12606,"=""2047123""",Patricia B Weisensee,MO,Washington University,I204465549,Washington University in St. Louis,override,manual,,,,,
12607,"=""2047127""",Jian-Xun Wang,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,prior,,,,,https://ror.org/00mkhxb43
12608,"=""2047138""",Reza Akhavian,CA,San Diego State University Foundation,I26538001,San Diego State University,exact,prior,,,,,https://ror.org/0264fdx42
12609,"=""2047140""",Sebastian J Streichan,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
12610,"=""2047144""",Mohsen Amini Salehi,LA,University of Louisiana at Lafayette,I79516672,University of Louisiana at Lafayette,exact,prior,,,,,https://ror.org/01x8rc503
12611,"=""2047150""",Sally E Pusede,VA,University of Virginia Main Campus,I51556381,University of Virginia,exact,prior,,,,,https://ror.org/0153tk833
12612,"=""2047165""",Xin Zhang,MD,University of Maryland Center for Environmental Sciences,I149521062,University of Maryland Center for Environmental Science,fuzzy,prior,,,,,https://ror.org/04dqdxm60
12613,"=""2047169""",Lantao Liu,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
12614,"=""2047176""",Cunxi Yu,UT,University of Utah,I223532165,University of Utah,exact,prior,,,,,https://ror.org/03r0ha626
12615,"=""2047177""",Tianyi Chen,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
12616,"=""2047185""",Amy N Nicholson,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
12617,"=""2047186""",Yu Zhang,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
12618,"=""2047187""",Maureen E Lynch,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
12619,"=""2047189""",Pedro Lopes,IL,University of Chicago,I40347166,University of Chicago,exact,prior,,,,,https://ror.org/024mw5h28
12620,"=""2047191""",Judith E Fan,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
12621,"=""2047192""",JAVIER ORTEGA-HERNANDEZ,MA,Harvard University,I136199984,Harvard University,exact,prior,,,,,https://ror.org/03vek6s52
12622,"=""2047193""",Pavan Hosur,TX,University of Houston,I44461941,University of Houston,exact,prior,,,,,https://ror.org/048sx0r50
12623,"=""2047194""",Kelsey Lucca,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
12624,"=""2047199""",Weiwei Mo,NH,University of New Hampshire,I161057412,University of New Hampshire,exact,prior,,,,,https://ror.org/01rmh9n78
12625,"=""2047205""",Aravind Prakash,NY,SUNY at Binghamton,I123946342,Binghamton University,exact,prior,,,,,https://ror.org/008rmbt77
12626,"=""2047207""",Harikrishnan Parameswaran,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
12627,"=""2047210""",Arvind Gopinath,CA,University of California - Merced,I156087764,"University of California, Merced",exact,prior,,,,,https://ror.org/00d9ah105
12628,"=""2047213""",Mahshid Amirabadi,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
12629,"=""2047214""",Brian Zhou,MA,Boston College,I103531236,Boston College,exact,prior,,,,,https://ror.org/02n2fzt79
12630,"=""2047218""",Wei Xiong,PA,University of Pittsburgh,I170201317,University of Pittsburgh,exact,prior,,,,,https://ror.org/01an3r305
12631,"=""2047220""",Anurag Khandelwal,CT,Yale University,I32971472,Yale University,exact,prior,,,,,https://ror.org/03v76x132
12632,"=""2047224""",Sucheta Soundarajan,NY,Syracuse University,I70983195,Syracuse University,exact,prior,,,,,https://ror.org/025r5qe02
12633,"=""2047232""",Snigdha Chaturvedi,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
12634,"=""2047235""",Neha Garg,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
12635,"=""2047239""",Lauren Hallett,OR,University of Oregon Eugene,I181233156,University of Oregon,fuzzy,duckdb,1.0,1.0,education,51031.0,0293rh119
12636,"=""2047249""",Cindy Hsin-Liu Kao,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
12637,"=""2047251""",Adam J Hauser,AL,University of Alabama Tuscaloosa,I17301866,University of Alabama,fuzzy,duckdb,1.0,1.0,education,65875.0,03xrrjk67
12638,"=""2047253""",Jan-Willem van de Meent,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
12639,"=""2047255""",Roderic Crooks,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
12640,"=""2047259""",Nicole J Labbe,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
12641,"=""2047260""",Alexandros Kapravelos,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
12642,"=""2047268""",Xianfeng Yang,UT,University of Utah,I223532165,University of Utah,exact,prior,,,,,https://ror.org/03r0ha626
12643,"=""2047270""",Jie He,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
12644,"=""2047271""",Alex J Hughes,PA,University of Pennsylvania,I79576946,University of Pennsylvania,exact,prior,,,,,https://ror.org/00b30xv10
12645,"=""2047272""",Jeremiah M Blocki,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
12646,"=""2047275""",Peter Schauss,VA,University of Virginia Main Campus,I51556381,University of Virginia,exact,prior,,,,,https://ror.org/0153tk833
12647,"=""2047283""",Rachit Agarwal,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
12648,"=""2047288""",Aditya Bhaskara,UT,University of Utah,I223532165,University of Utah,exact,prior,,,,,https://ror.org/03r0ha626
12649,"=""2047289""",Taran S Gujral,WA,FRED HUTCHINSON CANCER CENTER,I4210089486,Fred Hutch Cancer Center,override,manual,,,,,
12650,"=""2047291""",Siamak Nejati,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,prior,,,,,https://ror.org/043mer456
12651,"=""2047292""",Curtis C Cain,DC,Howard University,I137853757,Howard University,exact,prior,,,,,https://ror.org/05gt1vc06
12652,"=""2047296""",Akane Sano,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
12653,"=""2047297""",Xiang Chen,CA,University of California-Los Angeles,I161318765,"University of California, Los Angeles",exact,prior,,,,,https://ror.org/046rm7j60
12654,"=""2047298""",Shreesh P Mysore,MD,Johns Hopkins University,I145311948,Johns Hopkins University,exact,prior,,,,,https://ror.org/00za53h95
12655,"=""2047306""",Mads R Almassalkhi,VT,University of Vermont & State Agricultural College,I111236770,University of Vermont,exact,prior,,,,,https://ror.org/0155zta11
12656,"=""2047308""",Tyler J Grassman,OH,"OHIO STATE UNIVERSITY, THE",I52357470,The Ohio State University,fuzzy,prior,,,,,https://ror.org/00rs6vg23
12657,"=""2047310""",Michael A Forbes,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
12658,"=""2047313""",Thomas Shea,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,prior,,,,,https://ror.org/03tzaeb71
12659,"=""2047317""",Michael B Kane,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
12660,"=""2047318""",Jennifer L Druhan,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
12661,"=""2047324""",Albert RUHI,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
12662,"=""2047325""",Joseph M Zadrozny,CO,Colorado State University,I92446798,Colorado State University,exact,prior,,,,,https://ror.org/03k1gpj17
12663,"=""2047328""",Catherine D Eichhorn,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,prior,,,,,https://ror.org/043mer456
12664,"=""2047330""",Kathryn Daltorio,OH,Case Western Reserve University,I58956616,Case Western Reserve University,exact,prior,,,,,https://ror.org/051fd9666
12665,"=""2047331""",Robyn J Crook,CA,San Francisco State University,I71838634,San Francisco State University,exact,prior,,,,,https://ror.org/05ykr0121
12666,"=""2047341""",Ioannis Gkioulekas,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
12667,"=""2047342""",Emily Whiting,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
12668,"=""2047344""",Keely A Muscatell,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
12669,"=""2047346""",Marie E Berry,CO,University of Denver,I131651094,University of Denver,exact,prior,,,,,https://ror.org/04w7skc03
12670,"=""2047354""",Fei Miao,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
12671,"=""2047357""",Archana Kamal,MA,University of Massachusetts Lowell,I133738476,University of Massachusetts Lowell,exact,prior,,,,,https://ror.org/03hamhx47
12672,"=""2047359""",Felix Heide,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
12673,"=""2047365""",Jeffrey J Richards,IL,Northwestern University at Chicago,I111979921,Northwestern University,fuzzy,duckdb,1.0,1.0,education,227154.0,000e0be47
12674,"=""2047380""",Ana Asenjo-Garcia,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
12675,"=""2047382""",Leo C Stein,MS,University of Mississippi,I368840534,University of Mississippi,exact,prior,,,,,https://ror.org/02teq1165
12676,"=""2047384""",Yingjie Lao,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
12677,"=""2047388""",Yarui Peng,AR,University of Arkansas,I78715868,University of Arkansas at Fayetteville,fuzzy,duckdb,0.667,1.0,education,46735.0,05jbt9m15
12678,"=""2047390""",Peng Wei,DC,George Washington University,I193531525,George Washington University,exact,prior,,,,,https://ror.org/00y4zzh67
12679,"=""2047391""",Sonya E Neal,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
12680,"=""2047396""",Nitzan Shabek,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
12681,"=""2047402""",Jack Montgomery,AL,Auburn University,I82497590,Auburn University,exact,prior,,,,,https://ror.org/02v80fc35
12682,"=""2047404""",Enrique Rojas,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
12683,"=""2047415""",Maureen Ritchey,MA,Boston College,I103531236,Boston College,exact,prior,,,,,https://ror.org/02n2fzt79
12684,"=""2047418""",Stephan Mandt,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
12685,"=""2047420""",Kerrie A Douglas,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
12686,"=""2047432""",Andrew D Miller,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
12687,"=""2047433""",Constantine Sideris,CA,University of Southern California,I1174212,University of Southern California,exact,prior,,,,,https://ror.org/03taz7m60
12688,"=""2047444""",Edward Kennedy,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
12689,"=""2047446""",Xingjie Ni,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
12690,"=""2047454""",Ding Zhao,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
12691,"=""2047460""",Hui Wang,KY,University of Louisville Research Foundation Inc,I142740786,University of Louisville,exact,prior,,,,,https://ror.org/01ckdn478
12692,"=""2047461""",Shahriar Nirjon,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
12693,"=""2047462""",Richard Y Zhang,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
12694,"=""2047465""",Marshini Chetty,IL,University of Chicago,I40347166,University of Chicago,exact,prior,,,,,https://ror.org/024mw5h28
12695,"=""2047470""",Fangqiong Ling,MO,Washington University,I204465549,Washington University in St. Louis,override,manual,,,,,
12696,"=""2047472""",Joseph Parker,CA,California Institute of Technology,I122411786,California Institute of Technology,exact,prior,,,,,https://ror.org/05dxps055
12697,"=""2047476""",Zhou Li,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
12698,"=""2047482""",Shirin Saeedi Bidokhti,PA,University of Pennsylvania,I79576946,University of Pennsylvania,exact,prior,,,,,https://ror.org/00b30xv10
12699,"=""2047484""",Jianqing Liu,AL,University of Alabama in Huntsville,I82495205,University of Alabama in Huntsville,exact,prior,,,,,https://ror.org/02zsxwr40
12700,"=""2047488""",Jianxi Gao,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
12701,"=""2047492""",John R Swierk,NY,SUNY at Binghamton,I123946342,Binghamton University,exact,prior,,,,,https://ror.org/008rmbt77
12702,"=""2047500""",Sherry S Sahebi,NY,SUNY at Albany,I392282,"University at Albany, State University of New York",fuzzy,prior,,,,,https://ror.org/012zs8222
